Pose Name,Image Name,RHA,LHA,REA,LEA,RKA,LKA,RSA,LSA
Sorted_Dolphin_Pose,of 12.jpg:,"51.63243730910007
","53.60578283192548
","51.63243730910007
","150.97950091063072
","167.02645607362717
","8.720719167050413
","175.82305118690556
","176.31835306628983
"
Sorted_Dolphin_Pose,of 16.jpg:,"56.752866144564436
","56.95790528147372
","56.752866144564436
","113.77982909484312
","172.34385229312298
","3.7544455267781314
","158.58527834749833
","161.28183483673436
"
Sorted_Dolphin_Pose,of 37.jpg:,"51.24762673963625
","53.79490211964343
","51.24762673963625
","122.47101192923118
","179.6617489907836
","6.994177618960611
","177.6614883747318
","172.4955413737973
"
Sorted_Dolphin_Pose,of 49.jpg:,"75.37798752975576
","74.20338689925777
","75.37798752975576
","116.15559581187995
","175.14830362157096
","2.7932238584792763
","153.13600398124697
","156.25194917161403
"
Sorted_Dolphin_Pose,of 73.jpg:,"75.73846987220116
","77.75518674709677
","75.73846987220116
","149.94092109910355
","177.63761591698974
","1.075335164182328
","167.2701804538786
","168.27431609451656
"
Sorted_Dolphin_Pose,of 81.jpg:,"53.546885882488844
","53.49509925685662
","53.546885882488844
","114.3793763739429
","178.53413836053002
","2.22575726754357
","166.28873009203886
","168.2954592363213
"
Sorted_Dolphin_Pose,of 82.jpg:,"58.255536049011006
","56.63579622332526
","58.255536049011006
","102.03705506715211
","176.54582926238902
","0.07447896001093311
","162.584667491131
","161.87147190156276
"
Sorted_Dolphin_Pose,f 116.jpg:,"78.92403364835822
","78.03511741985606
","78.92403364835822
","135.18136378219032
","175.0151722188206
","3.5302200906926418
","171.95902780663263
","169.634935529523
"
Sorted_Dolphin_Pose,f 126.jpg:,"70.70688413356046
","75.58261716530724
","70.70688413356046
","147.63218479275787
","170.39329871785253
","1.9708010828795015
","168.40541118533127
","169.05902034477757
"
Sorted_Dolphin_Pose,f 149.jpg:,"40.492039795100304
","41.49145621143961
","40.492039795100304
","141.04527535689982
","179.73752759696455
","1.0179341466729823
","179.78700205040752
","178.79091647245778
"
Sorted_Dolphin_Pose,f 166.jpg:,"54.52792326526505
","54.34288290199324
","54.52792326526505
","138.6759594678643
","177.43029280691377
","1.3114855998981956
","173.45805200287853
","173.35050694247636
"
Sorted_Dolphin_Pose,f 174.jpg:,"56.10689240583665
","53.988424812106096
","56.10689240583665
","140.21213495269038
","177.9140942182112
","3.6282282799626895
","172.1399342105652
","169.45006025021442
"
Sorted_Dolphin_Pose,f 205.jpg:,"36.22805613956098
","37.059379367736064
","36.22805613956098
","102.97218141753193
","177.7138552926799
","0.7075746088852769
","164.54303358519104
","165.79233830432187
"
Sorted_Dolphin_Pose,f 257.jpg:,"57.24745543942418
","57.34565234775177
","57.24745543942418
","108.321201310018
","178.8929766101963
","0.10655119838530551
","174.99048622666226
","166.69860039303288
"
Sorted_Dolphin_Pose,f 267.jpg:,"79.66535080362823
","78.40305876285748
","79.66535080362823
","125.03158557541968
","179.50473290969165
","3.0288375188346657
","178.8011165852143
","175.42860039015852
"
Sorted_Dolphin_Pose,f 295.jpg:,"48.0538546683813
","47.65228568328333
","48.0538546683813
","85.936940979035
","174.75905987560006
","2.1322927662131437
","150.5699713737853
","158.38442566758997
"
Sorted_Dolphin_Pose,f 333.jpg:,"64.31966905898486
","61.69607347184859
","64.31966905898486
","161.54341032092083
","178.51875314426994
","1.905022168239264
","171.0689665833251
","164.60741181960506
"
Sorted_Dolphin_Pose,f 337.jpg:,"58.08259806529489
","57.45255415017653
","58.08259806529489
","94.9340806856104
","177.50308743134988
","2.29722034405764
","160.44036753736856
","151.62523075692462
"
Sorted_Dolphin_Pose,f 340.jpg:,"62.99398334491953
","61.139647721343124
","62.99398334491953
","133.1722956869742
","178.68183661577922
","0.17930709441963247
","172.7448832586889
","169.00258919848065
"
Sorted_Dolphin_Pose,f 354.jpg:,"90.71141316125073
","89.39484399819376
","90.71141316125073
","70.3617429599443
","173.365813773083
","0.28198924803988656
","106.98167187082645
","123.9429486020757
"
Sorted_Dolphin_Pose,f 422.jpg:,"38.0676185038228
","42.339434449007676
","38.0676185038228
","162.4909823408133
","149.65091563831206
","22.73447974056351
","177.4166062005583
","178.42948611861138
"
Sorted_Dolphin_Pose,f 763.jpg:,"67.65958333451294
","65.60128317798862
","67.65958333451294
","127.94119136550381
","179.88136434234391
","2.4009499214523315
","170.8289069012223
",172.45773053361498
