Pose Number,Pose Name,Class_sub_class,Pose_Class,Class Number,Pose_Sub_Class,Sub Class Number,Standard Pose Number,Image Name,Status,RHA,RHAZ,LHA,LHAZ,REA,REAZ,LEA,LEAZ,RKA,RKAZ,LKA,LKAZ,RSA,RSAZ,LSA,LSAZ
13,Sorted_Warrior_1,Standing_Side_bend,Standing,1,Side_bend,3,1.3.13,f 1_1.jpg:,Pass,"105.99882112843397
",-0.21057779444026084,"138.985801826596
",0.563863706369905,"105.99882112843397
",-0.21057779444026084,"171.61054955696503
",0.8487758449607123,"100.3988079749018
",-0.325779755798528,"5.82267948258354
",-0.6735688221422836,"169.54423233765806
",-0.8503841649518528,"170.0602889710512
",-0.5601431582221214
13,Sorted_Warrior_1,Standing_Side_bend,Standing,1,Side_bend,3,1.3.13,f 1_3.jpg:,Pass,"96.13869092569077
",-0.9565736366877932,"123.0029299230556
",-1.2597288218774971,"96.13869092569077
",-0.9565736366877932,"170.21237354710053
",0.6465162981585006,"88.3384783563346
",-0.9338162221449222,"2.9880994179327005
",-0.8717882012719113,"170.46053137478856
",-0.6734574197399378,"172.72919228289936
",0.026656231311754604
13,Sorted_Warrior_1,Standing_Side_bend,Standing,1,Side_bend,3,1.3.13,f 1_7.jpg:,Pass,"103.56970599551734
",-0.39435932188826767,"126.08998577908787
",-0.907506015656056,"103.56970599551734
",-0.39435932188826767,"167.2390166911342
",0.2163917602419325,"94.86738372170153
",-0.6046533656541604,"9.504979793648916
",-0.4160692049924249,"165.43332010026043
",-1.6441537669502517,"167.78043089632627
",-1.061404976337986
13,Sorted_Warrior_1,Standing_Side_bend,Standing,1,Side_bend,3,1.3.13,1_19.jpg:,Pass,"105.75408456753573
",-0.22909402628730666,"138.92852528903254
",0.5573286439246204,"105.75408456753573
",-0.22909402628730666,"164.87894713627506
",-0.12501489758919954,"113.46670285378029
",0.33305436201088223,"5.334576893596989
",-0.7077013532170041,"179.45086389340148
",1.062471798162844,"178.25058315967485
",1.2406188284154163
13,Sorted_Warrior_1,Standing_Side_bend,Standing,1,Side_bend,3,1.3.13,1_28.jpg:,Pass,"105.60492778229764
",-0.24037890177502255,"136.68124677756708
",0.30092163978091835,"105.60492778229764
",-0.24037890177502255,"165.77314132774032
",0.004338853757500485,"113.19769777070007
",0.3194921373189882,"29.60503933878269
",0.9895080701711653,"178.51790326821745
",0.8823278930228741,"167.89817274315217
",-1.0355176227072582
13,Sorted_Warrior_1,Standing_Side_bend,Standing,1,Side_bend,3,1.3.13,1_30.jpg:,Pass,"104.86029455474424
",-0.29671621987652663,"124.29575314567202
",-1.1122219918574308,"104.86029455474424
",-0.29671621987652663,"158.83110506732947
",-0.999893158527771,"95.67894017614773
",-0.5637377410892737,"6.799721883112144
",-0.6052452138479607,"179.56261896783408
",1.084050410361539,"177.935281314868
",1.1712948745538445
13,Sorted_Warrior_1,Standing_Side_bend,Standing,1,Side_bend,3,1.3.13,1_38.jpg:,Pass,"111.30220278819006
",0.19066443935186142,"131.83079264559194
",-0.2524990450033523,"111.30220278819006
",0.19066443935186142,"173.0794989241338
",1.0612734355235365,"108.64648923133404
",0.09003731764131348,"1.8908977806801155
",-0.9485144260938614,"175.92713521065755
",0.38208054859858254,"177.36713596232767
",1.0463793916447555
13,Sorted_Warrior_1,Standing_Side_bend,Standing,1,Side_bend,3,1.3.13,1_39.jpg:,Pass,"105.43283133714964
",-0.2533993416582881,"126.45416999087232
",-0.8659538082978354,"105.43283133714964
",-0.2533993416582881,"158.79212957960954
",-1.0055313360011449,"100.7641364870254
",-0.3073612660397375,"18.91693307160976
",0.24209937469250545,"174.59324090988574
",0.12452098831425891,"164.35560625136338
",-1.81440528249487
13,Sorted_Warrior_1,Standing_Side_bend,Standing,1,Side_bend,3,1.3.13,1_49.jpg:,Pass,"97.10698181380978
",-0.8833148701431088,"144.17564745040758
",1.1560078316221287,"97.10698181380978
",-0.8833148701431088,"169.1254604778249
",0.48928391593046217,"93.5651578475448
",-0.6703066971923055,"14.448632836833315
",-0.07036443938263359,"177.42013308917214
",0.670361169389259,"175.82194995944914
",0.7066465136569337
13,Sorted_Warrior_1,Standing_Side_bend,Standing,1,Side_bend,3,1.3.13,1_129.jpg:,Pass,"94.93422878929391
",-1.0477006022979078,"129.30964037474175
",-0.5401541342415994,"94.93422878929391
",-1.0477006022979078,"145.647814809987
",-2.906982318976541,"74.81284463068688
",-1.615727811275726,"10.17794210272384
",-0.36900961660895004,"163.2067217724846
",-2.074084148915244,"169.90903736166132
",-0.5933981478884699
