Pose Name,Image Name,RHA,LHA,REA,LEA,RKA,LKA,RSA,LSA
Sorted_warrior_2,f 0_8.jpg:,"103.24837361374313
","145.52329541900744
","103.24837361374313
","177.12847533415638
","112.06026643053349
","8.39009258185207
","101.46735949504287
","94.40262206034853
"
Sorted_warrior_2,0_16.jpg:,"115.09347199764487
","145.1998545889651
","115.09347199764487
","177.5056727260579
","120.06248089584862
","1.9041251996548207
","96.41955143553167
","99.02626584792468
"
Sorted_warrior_2,0_19.jpg:,"99.39364742549861
","132.3804369342346
","99.39364742549861
","179.81359326680112
","105.08422945658204
","11.549619144636068
","104.87399969208838
","93.25752829132824
"
Sorted_warrior_2,0_36.jpg:,"111.61233254023462
","141.32384947111032
","111.61233254023462
","178.20492057496404
","119.69715237836016
","18.46806447321305
","94.90203295953609
","87.40175102933499
"
Sorted_warrior_2,0_141.jpg:,"109.56445818588482
","144.1578965447785
","109.56445818588482
","174.70139357642623
","117.59415468041573
","16.20636600170281
","92.78136475463846
","98.64231127761971
"
Sorted_warrior_2,0_174.jpg:,"110.15847733447663
","135.4282202237882
","110.15847733447663
","178.95815553706123
","126.01166999135661
","1.5660595541660887
","99.48716554366696
","91.38158887926707
"
Sorted_warrior_2,of 7.jpg:,"113.15449135810475
","143.71175329450372
","113.15449135810475
","177.52236447910605
","118.19049297636751
","3.044408594601625
","95.43695971122528
","96.62637184088861
"
Sorted_warrior_2,of 13.jpg:,"96.56074593955658
","150.49113434030224
","96.56074593955658
","172.88110046221985
","109.49831566183897
","26.32039105705376
","110.3325110933332
","96.65939128971836
"
Sorted_warrior_2,of 15.jpg:,"102.99334285999396
","140.21984930712227
","102.99334285999396
","175.81348439385033
","112.13358762286113
","3.196980714056546
","103.93283353957092
","80.37352075395765
"
Sorted_warrior_2,of 23.jpg:,"106.53541007372736
","141.91922707780367
","106.53541007372736
","178.42088306339264
","111.86680196760223
","10.813571333266372
","88.34667847041925
","95.82475796470737
"
Sorted_warrior_2,of 28.jpg:,"113.36316716782486
","157.05671044066813
","113.36316716782486
","172.33133130718187
","119.12382318008059
","23.356637452242477
","88.12451768523108
","73.42752436287954
"
Sorted_warrior_2,of 32.jpg:,"83.1929467897849
","126.80945437282983
","83.1929467897849
","166.18617560613066
","101.3453804245831
","2.597668530255467
","104.52860630727716
","81.38913636598451
"
Sorted_warrior_2,of 35.jpg:,"97.3359597114856
","135.64028445671534
","97.3359597114856
","177.85987073022199
","103.19053478559735
","19.908645117450195
","102.7408136053786
","96.77510161007692
"
Sorted_warrior_2,of 44.jpg:,"106.61359618676437
","137.02485580346087
","106.61359618676437
","173.92284636336663
","122.34714287803519
","1.0056549014179093
","99.18531145514385
","99.68735444164328
"
Sorted_warrior_2,of 55.jpg:,"109.84620469479509
","141.93897164672023
","109.84620469479509
","171.059422170874
","118.50408354000409
","5.340733761832432
","95.26337945995151
","87.90800440785502
"
Sorted_warrior_2,of 62.jpg:,"125.4522242988053
","96.25349965339657
","125.4522242988053
","160.00865888313143
","178.4563787658416
","62.132410126792166
","88.3471001688767
","87.61347411683332
"
Sorted_warrior_2,of 93.jpg:,"108.44728811511668
","138.85239360839233
","108.44728811511668
","163.91252146316683
","121.34401266296555
","1.7843524067965129
","88.41288341282342
","72.56605063689123
"
Sorted_warrior_2,f 100.jpg:,"96.77477315451974
","129.64758484812162
","96.77477315451974
","175.88024227314727
","109.59759481508972
","16.252663224591913
","98.04823474846584
","97.15190240459883
"
Sorted_warrior_2,f 108.jpg:,"99.59014632152096
","135.85815914922688
","99.59014632152096
","176.57843882931985
","112.23325245327167
","17.51998763843737
","92.15559748712174
",87.06664298495689
