Pose Number,Pose Name,Class_sub_class,Pose_Class,Class Number,Pose_Sub_Class,Sub Class Number,Standard Pose Number,Image Name,Status,RHA,RHAZ,LHA,LHAZ,REA,REAZ,LEA,LEAZ,RKA,RKAZ,LKA,LKAZ,RSA,RSAZ,LSA,LSAZ
62,Sorted_Cobra,Reclining_Down_facing,Reclining,5,Down_facing,2,5.2.62,f 0_8.jpg:,Pass,"103.24837361374313
",-0.27791904334507983,"145.52329541900744
",0.6385935919010725,"103.24837361374313
",-0.27791904334507983,"177.12847533415638
",0.5656279093790184,"112.06026643053349
",-0.3652425620399916,"8.39009258185207
",-0.345370485581617,"101.46735949504287
",0.6901051315818478,"94.40262206034853
",0.49241308625897506
62,Sorted_Cobra,Reclining_Down_facing,Reclining,5,Down_facing,2,5.2.62,0_16.jpg:,Pass,"115.09347199764487
",1.0469060855783203,"145.1998545889651
",0.6116227477080904,"115.09347199764487
",1.0469060855783203,"177.5056727260579
",0.6370571311342328,"120.06248089584862
",0.1433116684221889,"1.9041251996548207
",-0.8082602357360227,"96.41955143553167
",-0.10643492484090758,"99.02626584792468
",1.058111392441024
62,Sorted_Cobra,Reclining_Down_facing,Reclining,5,Down_facing,2,5.2.62,0_19.jpg:,Pass,"99.39364742549861
",-0.7090541807489167,"132.3804369342346
",-0.45735334960544183,"99.39364742549861
",-0.7090541807489167,"179.81359326680112
",1.0741040769445145,"105.08422945658204
",-0.8085814815779206,"11.549619144636068
",-0.1198817689304027,"104.87399969208838
",1.2276702178084853,"93.25752829132824
",0.3523119808721385
62,Sorted_Cobra,Reclining_Down_facing,Reclining,5,Down_facing,2,5.2.62,0_36.jpg:,Pass,"111.61233254023462
",0.6575550746376477,"141.32384947111032
",0.2884133059342087,"111.61233254023462
",0.6575550746376477,"178.20492057496404
",0.7694724943730483,"119.69715237836016
",0.12009442476013482,"18.46806447321305
",0.37387301595983713,"94.90203295953609
",-0.3458981211909583,"87.40175102933499
",-0.3641366537285622
62,Sorted_Cobra,Reclining_Down_facing,Reclining,5,Down_facing,2,5.2.62,0_141.jpg:,Pass,"109.56445818588482
",0.4285088212770471,"144.1578965447785
",0.5247367226453202,"109.56445818588482
",0.4285088212770471,"174.70139357642623
",0.1060156087292671,"117.59415468041573
",-0.01355462708388496,"16.20636600170281
",0.2124603879414532,"92.78136475463846
",-0.6805378601961437,"98.64231127761971
",1.011134925383591
62,Sorted_Cobra,Reclining_Down_facing,Reclining,5,Down_facing,2,5.2.62,0_174.jpg:,Pass,"110.15847733447663
",0.4949473994644314,"135.4282202237882
",-0.20320705575080952,"110.15847733447663
",0.4949473994644314,"178.95815553706123
",0.9121113044406123,"126.01166999135661
",0.5213926728058816,"1.5660595541660887
",-0.832387264589975,"99.48716554366696
",0.3776321169265118,"91.38158887926707
",0.12279262413564652
62,Sorted_Cobra,Reclining_Down_facing,Reclining,5,Down_facing,2,5.2.62,of 7.jpg:,Pass,"113.15449135810475
",0.8300391426029969,"143.71175329450372
",0.4875340599841557,"113.15449135810475
",0.8300391426029969,"177.52236447910605
",0.640218019718189,"118.19049297636751
",0.02434367775502981,"3.044408594601625
",-0.7268806257736098,"95.43695971122528
",-0.2614871095302226,"96.62637184088861
",0.7644867022248995
62,Sorted_Cobra,Reclining_Down_facing,Reclining,5,Down_facing,2,5.2.62,of 13.jpg:,Pass,"96.56074593955658
",-1.0259024630258413,"150.49113434030224
",1.0528480615811637,"96.56074593955658
",-1.0259024630258413,"172.88110046221985
",-0.23869016948057972,"109.49831566183897
",-0.528058855867493,"26.32039105705376
",0.9342769274105108,"110.3325110933332
",2.089018931601068,"96.65939128971836
",0.7685265995725811
62,Sorted_Cobra,Reclining_Down_facing,Reclining,5,Down_facing,2,5.2.62,of 15.jpg:,Pass,"102.99334285999396
",-0.3064431754598761,"140.21984930712227
",0.19635375857263615,"102.99334285999396
",-0.3064431754598761,"175.81348439385033
",0.31661033529742905,"112.13358762286113
",-0.3605828765613815,"3.196980714056546
",-0.715991876864871,"103.93283353957092
",1.0791549550664954,"80.37352075395765
",-1.224033770569958
62,Sorted_Cobra,Reclining_Down_facing,Reclining,5,Down_facing,2,5.2.62,of 23.jpg:,Pass,"106.53541007372736
",0.08972235233913994,"141.91922707780367
",0.3380602124920952,"106.53541007372736
",0.08972235233913994,"178.42088306339264
",0.8103689395976804,"111.86680196760223
",-0.37753755506901326,"10.813571333266372
",-0.1724119417527017,"88.34667847041925
",-1.380327793054892,"95.82475796470737
",0.6664100265981476
